County,Stroke_IR
"De Baca County,  New Mexico",0.000546
"De Soto Parish County,  Louisiana",0.000824
"De Witt County,  Illinois",0.000718
"Deaf Smith County,  Texas",0.000592
"Dearborn County,  Indiana",0.000919
"Decatur County,  Georgia",0.000951
"Decatur County,  Iowa",0.000491
"Decatur County,  Indiana",0.000825
"Decatur County,  Kansas",0.000597
"Decatur County,  Tennessee",0.000898
"Deer Lodge County,  Montana",0.000519
"Defiance County,  Ohio",0.000708
"DeKalb County,  Alabama",0.000977
"DeKalb County,  Georgia",0.00082
"DeKalb County,  Illinois",0.000726
"DeKalb County,  Indiana",0.000732
"DeKalb County,  Missouri",0.000941
"DeKalb County,  Tennessee",0.000997
"Del Norte County,  California",0.000752
"Delaware County,  Iowa",0.000569
"Delaware County,  Indiana",0.000806
"Delaware County,  New York",0.00056
"Delaware County,  Ohio",0.000739
"Delaware County,  Oklahoma",0.000897
"Delaware County,  Pennsylvania",0.000817
"Delta County,  Colorado",0.000717
"Delta County,  Michigan",0.000584
"Delta County,  Texas",0.001023
"Denali County,  Alaska",0.000634
"Dent County,  Missouri",0.001045
"Denton County,  Texas",0.000779
"Denver County,  Colorado",0.000679
"Des Moines County,  Iowa",0.000867
"Deschutes County,  Oregon",0.000689
"Desha County,  Arkansas",0.001041
"DeSoto County,  Florida",0.000522
"DeSoto County,  Mississippi",0.000775
"Deuel County,  Nebraska",0.000584
"Deuel County,  South Dakota",0.000781
"Dewey County,  Oklahoma",0.000715
"Dewey County,  South Dakota",0.000395
"DeWitt County,  Texas",0.00082
"Dickens County,  Texas",0.001019
"Dickenson County,  Virginia",0.000768
"Dickey County,  North Dakota",0.000719
"Dickinson County,  Iowa",0.000723
"Dickinson County,  Kansas",0.000813
"Dickinson County,  Michigan",0.00081
"Dickson County,  Tennessee",0.001034
"Dillingham County,  Alaska",0.000814
"Dillon County,  South Carolina",0.001119
"Dimmit County,  Texas",0.000783
"Dinwiddie County,  Virginia",0.000763
"Comerio Municipio County,  Puerto Rico",0.000492
"Divide County,  North Dakota",0.000793
"Dixie County,  Florida",0.000883
"Dixon County,  Nebraska",0.000587
"Doddridge County,  West Virginia",0.00073
"Dodge County,  Georgia",0.001014
"Dodge County,  Minnesota",0.000609
"Dodge County,  Nebraska",0.000686
"Dodge County,  Wisconsin",0.000633
"Dolores County,  Colorado",0.000701
"Dona Ana County,  New Mexico",0.000637
"Doniphan County,  Kansas",0.001005
"Donley County,  Texas",0.000697
"Dooly County,  Georgia",0.000818
"Door County,  Wisconsin",0.000669
"Corozal Municipio County,  Puerto Rico",0.00056
"Dorchester County,  Maryland",0.000783
"Dorchester County,  South Carolina",0.000945
"Dougherty County,  Georgia",0.000906
"Douglas County,  Colorado",0.000552
"Douglas County,  Georgia",0.000844
"Douglas County,  Illinois",0.000757
"Douglas County,  Kansas",0.000597
"Douglas County,  Minnesota",0.000639
"Douglas County,  Missouri",0.000742
"Douglas County,  Nebraska",0.0007
"Douglas County,  Nevada",0.00063
"Douglas County,  Oregon",0.000722
"Douglas County,  South Dakota",0.000763
"Douglas County,  Washington",0.00066
"Douglas County,  Wisconsin",0.000715
"Drew County,  Arkansas",0.000958
"Dubois County,  Indiana",0.00093
"Dubuque County,  Iowa",0.00071
"Duchesne County,  Utah",0.000756
"Dukes County,  Massachusetts",0.000596
"Dundy County,  Nebraska",0.000601
"Dunklin County,  Missouri",0.001105
"Dunn County,  North Dakota",0.000592
"Dunn County,  Wisconsin",0.000675
"DuPage County,  Illinois",0.000645
"Duplin County,  North Carolina",0.001134
"Durham County,  North Carolina",0.000706
"Dutchess County,  New York",0.000514
"Duval County,  Florida",0.000849
"Duval County,  Texas",0.000814
"Dyer County,  Tennessee",0.000859
"Eagle County,  Colorado",0.000231
"Early County,  Georgia",0.000806
"East Baton Rouge Parish County,  Louisiana",0.000895
"East Carroll Parish County,  Louisiana",0.000996
"East Feliciana Parish County,  Louisiana",0.000892
"Eastland County,  Texas",0.000869
"Eaton County,  Michigan",0.000704
"Eau Claire County,  Wisconsin",0.00069
"Echols County,  Georgia",0.000824
"Ector County,  Texas",0.000847
"Eddy County,  North Dakota",0.000833
"Eddy County,  New Mexico",0.000692
"Edgar County,  Illinois",0.000866
"Edgecombe County,  North Carolina",0.001807
"Edgefield County,  South Carolina",0.000716
"Edmonson County,  Kentucky",0.000929
"Edmunds County,  South Dakota",0.000695
"Edwards County,  Illinois",0.000954
"Edwards County,  Kansas",0.000674
"Edwards County,  Texas",0.000695
"Effingham County,  Georgia",0.000737
"Effingham County,  Illinois",0.00084
"El Dorado County,  California",0.000576
"El Paso County,  Colorado",0.000748
"El Paso County,  Texas",0.000651
"Elbert County,  Colorado",0.000612
"Elbert County,  Georgia",0.000899
"Elk County,  Kansas",0.000884
"Elk County,  Pennsylvania",0.000697
"Elkhart County,  Indiana",0.000802
"Elko County,  Nevada",0.00049
"Elliott County,  Kentucky",0.000721
"Ellis County,  Kansas",0.000682
"Ellis County,  Oklahoma",0.000668
"Ellis County,  Texas",0.000954
"Ellsworth County,  Kansas",0.000744
"Elmore County,  Alabama",0.001023
"Elmore County,  Idaho",0.000653
"Emanuel County,  Georgia",0.00106
"Emery County,  Utah",0.000769
"Emmet County,  Iowa",0.000595
"Emmet County,  Michigan",0.00075
"Emmons County,  North Dakota",0.000647
"Emporia City County,  Virginia",0.000719
"Erath County,  Texas",0.000845
"Erie County,  New York",0.000717
"Erie County,  Ohio",0.000756
"Erie County,  Pennsylvania",0.000786
"Escambia County,  Alabama",0.001017
"Escambia County,  Florida",0.000831
"Esmeralda County,  Nevada",0.000672
"Essex County,  Massachusetts",0.000516
"Essex County,  New Jersey",0.000629
"Essex County,  New York",0.000583
"Essex County,  Virginia",0.000663
"Essex County,  Vermont",0.000555
"Estill County,  Kentucky",0.000886
"Etowah County,  Alabama",0.000927
"Eureka County,  Nevada",0.000586
"Evangeline Parish County,  Louisiana",0.001097
"Evans County,  Georgia",0.00096
"Fairbanks North Star County,  Alaska",0.000659
"Fairfax City County,  Virginia",0.000542
"Fairfax County,  Virginia",0.000524
"Fairfield County,  Connecticut",0.00049
"Fairfield County,  Ohio",0.000747
"Fairfield County,  South Carolina",0.000765
"Culebra Municipio County,  Puerto Rico",0.000478
"Fall River County,  South Dakota",0.000688
"Fallon County,  Montana",0.000809
"Falls Church City County,  Virginia",0.000555
"Falls County,  Texas",0.000867
"Fannin County,  Georgia",0.000864
"Fannin County,  Texas",0.000843
"Faribault County,  Minnesota",0.000616
"Faulk County,  South Dakota",0.000735
"Faulkner County,  Arkansas",0.00097
"Fauquier County,  Virginia",0.00065
"Fayette County,  Alabama",0.001013
"Fayette County,  Georgia",0.000692
"Fayette County,  Iowa",0.000596
"Fayette County,  Illinois",0.000804
"Fayette County,  Indiana",0.000991
"Fayette County,  Kentucky",0.00071
"Fayette County,  Ohio",0.000802
"Fayette County,  Pennsylvania",0.000706
"Fayette County,  Tennessee",0.000982
"Fayette County,  Texas",0.000692
"Fayette County,  West Virginia",0.000921
"Fentress County,  Tennessee",0.000802
"Fergus County,  Montana",0.000783
"Ferry County,  Washington",0.000841
"Fillmore County,  Minnesota",0.000592
"Fillmore County,  Nebraska",0.000782
"Finney County,  Kansas",0.000701
"Fisher County,  Texas",0.000816
"Flagler County,  Florida",0.000709
"Flathead County,  Montana",0.000738
"Fleming County,  Kentucky",0.001307
"Florence County,  South Carolina",0.001358
"Florence County,  Wisconsin",0.000779
"Dorado Municipio County,  Puerto Rico",0.000553
"Floyd County,  Georgia",0.001019
"Floyd County,  Iowa",0.000596
"Floyd County,  Indiana",0.000743
"Floyd County,  Kentucky",0.000761
"Floyd County,  Texas",0.001001
"Floyd County,  Virginia",0.000702
"Fluvanna County,  Virginia",0.000645
"Foard County,  Texas",0.001273
"Fond du Lac County,  Wisconsin",0.000645
"Ford County,  Illinois",0.000732
"Ford County,  Kansas",0.000676
"Forest County,  Pennsylvania",0.000715
"Forest County,  Wisconsin",0.000675
"Forrest County,  Mississippi",0.000981
"Forsyth County,  Georgia",0.000782
"Forsyth County,  North Carolina",0.000834
"Fort Bend County,  Texas",0.00069
"Foster County,  North Dakota",0.000835
"Fountain County,  Indiana",0.000692
"Franklin City County,  Virginia",0.001925
"Franklin County,  Alabama",0.001118
"Franklin County,  Arkansas",0.000856
"Franklin County,  Florida",0.000772
"Franklin County,  Georgia",0.001003
"Franklin County,  Iowa",0.000608
"Franklin County,  Idaho",0.00081
"Franklin County,  Illinois",0.000777
"Franklin County,  Indiana",0.000847
"Franklin County,  Kansas",0.00084
"Franklin County,  Kentucky",0.000829
"Franklin County,  Massachusetts",0.000659
"Franklin County,  Maine",0.000708
"Franklin County,  Missouri",0.00072
"Franklin County,  Mississippi",0.00086
"Franklin County,  North Carolina",0.00081
"Franklin County,  Nebraska",0.000646
"Franklin County,  New York",0.00059
"Franklin County,  Ohio",0.000868
"Franklin County,  Pennsylvania",0.000679
"Franklin County,  Tennessee",0.000881
"Franklin County,  Texas",0.000971
"Franklin County,  Virginia",0.000723
"Franklin County,  Vermont",0.000576
"Franklin County,  Washington",0.000705
"Franklin Parish County,  Louisiana",0.000262
"Frederick County,  Maryland",0.000702
"Frederick County,  Virginia",0.000708
"Fredericksburg City County,  Virginia",0.000673
"Freeborn County,  Minnesota",0.000602
"Freestone County,  Texas",0.000945
"Fremont County,  Colorado",0.000738
"Fremont County,  Iowa",0.000674
"Fremont County,  Idaho",0.000526
"Fremont County,  Wyoming",0.000597
"Fresno County,  California",0.000855
"Frio County,  Texas",0.000835
"Frontier County,  Nebraska",0.00059
"Fulton County,  Arkansas",0.000749
"Fulton County,  Georgia",0.000775
"Fulton County,  Illinois",0.000832
"Fulton County,  Indiana",0.000788
"Fulton County,  Kentucky",0.000902
"Fulton County,  New York",0.000524
"Fulton County,  Ohio",0.000826
"Fulton County,  Pennsylvania",0.000771
"Furnas County,  Nebraska",0.000553
"Gadsden County,  Florida",0.000739
"Gage County,  Nebraska",0.000636
"Gaines County,  Texas",0.000825
"Galax City County,  Virginia",0.000583
"Gallatin County,  Illinois",0.00075
"Gallatin County,  Kentucky",0.000756
"Gallatin County,  Montana",0.000547
"Gallia County,  Ohio",0.001027
"Galveston County,  Texas",0.000795
"Garden County,  Nebraska",0.000748
"Garfield County,  Colorado",0.000507
"Garfield County,  Montana",0.000579
"Garfield County,  Nebraska",0.000706
"Garfield County,  Oklahoma",0.000757
"Garfield County,  Utah",0.000714
"Garfield County,  Washington",0.000809
"Garland County,  Arkansas",0.00096
"Garrard County,  Kentucky",0.000667
"Garrett County,  Maryland",0.000746
"Garvin County,  Oklahoma",0.000924
"Garza County,  Texas",0.00083
"Gasconade County,  Missouri",0.000671
"Gaston County,  North Carolina",0.000846
"Gates County,  North Carolina",0.000802
"Geary County,  Kansas",0.000933
"Geauga County,  Ohio",0.000581
"Gem County,  Idaho",0.000735
"Genesee County,  Michigan",0.001132
"Genesee County,  New York",0.000622
"Geneva County,  Alabama",0.000978
"Gentry County,  Missouri",0.000752
"George County,  Mississippi",0.000964
"Georgetown County,  South Carolina",0.00069
"Gibson County,  Indiana",0.00079
"Gibson County,  Tennessee",0.001089
"Gila County,  Arizona",0.000623
"Gilchrist County,  Florida",0.000822
"Giles County,  Tennessee",0.000883
"Giles County,  Virginia",0.000784
"Gillespie County,  Texas",0.000553
"Gilliam County,  Oregon",0.000732
"Gilmer County,  Georgia",0.000866
"Gilmer County,  West Virginia",0.000864
"Gilpin County,  Colorado",0.000653
"Glacier County,  Montana",0.000774
"Glades County,  Florida",0.000512
"Gladwin County,  Michigan",0.000547
"Glascock County,  Georgia",0.000892
"Glasscock County,  Texas",0.000661
"Glenn County,  California",0.000759
"Gloucester County,  New Jersey",0.000641
"Gloucester County,  Virginia",0.000711
"Glynn County,  Georgia",0.000573
"Gogebic County,  Michigan",0.000749
"Golden Valley County,  Montana",0.00074
"Golden Valley County,  North Dakota",0
"Goliad County,  Texas",0.000875
"Gonzales County,  Texas",0.00073
"Goochland County,  Virginia",0.000768
"Goodhue County,  Minnesota",0.00065
"Gooding County,  Idaho",0.00065
"Gordon County,  Georgia",0.000922
"Goshen County,  Wyoming",0.000597
"Gosper County,  Nebraska",0.0005
"Gove County,  Kansas",0.000485
"Grady County,  Georgia",0.000759
"Grady County,  Oklahoma",0.000782
"Grafton County,  New Hampshire",0.000523
"Graham County,  Arizona",0.000712
"Graham County,  Kansas",0.000608
"Graham County,  North Carolina",0.000712
"Grainger County,  Tennessee",0.000854
"Grand County,  Colorado",0.000579
"Grand County,  Utah",0.000693
"Grand Forks County,  North Dakota",0.00057
"Grand Isle County,  Vermont",0.000586
"Grand Traverse County,  Michigan",0.000735
"Granite County,  Montana",0.000615
"Grant County,  Arkansas",0.000913
"Grant County,  Indiana",0.000778
"Grant County,  Kansas",0.000768
"Grant County,  Kentucky",0.000793
"Grant County,  Minnesota",0.000711
"Grant County,  North Dakota",0.000611
"Grant County,  Nebraska",0.00088
"Grant County,  New Mexico",0.000462
"Grant County,  Oklahoma",0.000837
"Grant County,  Oregon",0.000734
"Grant County,  South Dakota",0.000748
"Grant County,  Washington",0.000698
"Grant County,  Wisconsin",0.000739
"Grant County,  West Virginia",0.000715
"Grant Parish County,  Louisiana",0.000877
"Granville County,  North Carolina",0.000713
"Gratiot County,  Michigan",0.000712
"Graves County,  Kentucky",0.000862
"Gray County,  Kansas",0.000713
"Gray County,  Texas",0.000761
"Grays Harbor County,  Washington",0.00079
"Grayson County,  Kentucky",0.000918
"Grayson County,  Texas",0.000821
"Grayson County,  Virginia",0.000719
"Greeley County,  Kansas",0.00074
"Greeley County,  Nebraska",0.000697
"Green County,  Kentucky",0.00097
"Green County,  Wisconsin",0.000763
"Green Lake County,  Wisconsin",0.000656
"Greenbrier County,  West Virginia",0.000838
"Greene County,  Alabama",0.001009
"Greene County,  Arkansas",0.000961
"Greene County,  Georgia",0.000826
"Greene County,  Iowa",0.000612
"Greene County,  Illinois",0.000666
"Greene County,  Indiana",0.000879
"Greene County,  Missouri",0.000824
"Greene County,  Mississippi",0.000993
"Greene County,  North Carolina",0.001226
"Greene County,  New York",0.000558
"Greene County,  Ohio",0.000674
"Greene County,  Pennsylvania",0.000735
"Greene County,  Tennessee",0.000893
"Greene County,  Virginia",0.000685
"Greenlee County,  Arizona",0.000603
"Greensville County,  Virginia",0.001184
"Greenup County,  Kentucky",0.000815
"Greenville County,  South Carolina",0.000786
"Greenwood County,  Kansas",0.000816
"Greenwood County,  South Carolina",0.000795
"Greer County,  Oklahoma",0.000823
"Gregg County,  Texas",0.000952
"Gregory County,  South Dakota",0.000656
"Grenada County,  Mississippi",0.001296
"Griggs County,  North Dakota",0.000859
"Grimes County,  Texas",0.000827
"Grundy County,  Iowa",0.000612
"Grundy County,  Illinois",0.000775
"Grundy County,  Missouri",0.000881
"Grundy County,  Tennessee",0.000947
"Guadalupe County,  New Mexico",0.000634
"Guadalupe County,  Texas",0.000756
"Fajardo Municipio County,  Puerto Rico",0.000494
"Florida Municipio County,  Puerto Rico",0.0005
"Guanica Municipio County,  Puerto Rico",0.000626
"Guayama Municipio County,  Puerto Rico",0.000588
"Guayanilla Municipio County,  Puerto Rico",0.000626
"Guernsey County,  Ohio",0.000712
"Guilford County,  North Carolina",0.000854
"Gulf County,  Florida",0.000659
"Gunnison County,  Colorado",0.000636
"Guaynabo Municipio County,  Puerto Rico",0.000492
"Guthrie County,  Iowa",0.000611
"Gwinnett County,  Georgia",0.000779
"Haakon County,  South Dakota",0.000513
"Habersham County,  Georgia",0.000727
"Haines County,  Alaska",0.000523
"Hale County,  Alabama",0.001015
"Hale County,  Texas",0.001137
"Halifax County,  North Carolina",0.000926
"Halifax County,  Virginia",0.000858
"Hall County,  Georgia",0.000778
"Hall County,  Nebraska",0.000672
"Hall County,  Texas",0.000985
"Hamblen County,  Tennessee",0.000888
"Hamilton County,  Florida",0.000837
"Hamilton County,  Iowa",0.00065
"Hamilton County,  Illinois",0.000784
"Hamilton County,  Indiana",0.000569
"Hamilton County,  Kansas",0.000952
"Hamilton County,  Nebraska",0.000733
"Hamilton County,  New York",0.000555
"Hamilton County,  Ohio",0.000945
"Hamilton County,  Tennessee",0.000957
"Hamilton County,  Texas",0.000833
"Hamlin County,  South Dakota",0.000766
"Hampden County,  Massachusetts",0.000633
"Hampshire County,  Massachusetts",0.000659
"Hampshire County,  West Virginia",0.000712
"Hampton City County,  Virginia",0.000982
"Hampton County,  South Carolina",0.001215
"Hancock County,  Georgia",0.000882
"Hancock County,  Iowa",0.000609
"Hancock County,  Illinois",0.000628
"Hancock County,  Indiana",0.000739
"Hancock County,  Kentucky",0.00077
"Hancock County,  Maine",0.000653
"Hancock County,  Mississippi",0.000833
"Hancock County,  Ohio",0.000795
"Hancock County,  Tennessee",0.001396
"Hancock County,  West Virginia",0.000777
"Hand County,  South Dakota",0.000822
"Hanover County,  Virginia",0.000704
"Hansford County,  Texas",0.001052
"Hanson County,  South Dakota",0.000834
"Haralson County,  Georgia",0.000988
"Hardee County,  Florida",0.00064
"Hardeman County,  Tennessee",0.000937
"Hardeman County,  Texas",0.000847
"Hardin County,  Iowa",0.000628
"Hardin County,  Illinois",0.000836
"Hardin County,  Kentucky",0.000692
"Hardin County,  Ohio",0.000811
"Hardin County,  Tennessee",0.000819
"Hardin County,  Texas",0.000994
"Harding County,  New Mexico",0.000619
"Harding County,  South Dakota",0.000689
"Hardy County,  West Virginia",0.000717
"Harford County,  Maryland",0.000746
"Harlan County,  Kentucky",0.001028
"Harlan County,  Nebraska",0.000559
"Harmon County,  Oklahoma",0.000961
"Harnett County,  North Carolina",0.000824
"Harney County,  Oregon",0.000712
"Harper County,  Kansas",0.000867
"Harper County,  Oklahoma",0.000533
"Harris County,  Georgia",0.000888
"Harris County,  Texas",0.000779
"Harrison County,  Iowa",0.000711
"Harrison County,  Indiana",0.000701
"Harrison County,  Kentucky",0.000899
"Harrison County,  Missouri",0.000759
"Harrison County,  Mississippi",0.000923
"Harrison County,  Ohio",0.000704
"Harrison County,  Texas",0.000907
"Harrison County,  West Virginia",0.000731
"Harrisonburg City County,  Virginia",0.000824
"Hart County,  Georgia",0.000904
"Hart County,  Kentucky",0.00091
"Hartford County,  Connecticut",0.000526
"Hartley County,  Texas",0.000948
"Harvey County,  Kansas",0.000781
"Haskell County,  Kansas",0.000725
"Haskell County,  Oklahoma",0.000741
"Haskell County,  Texas",0.000757
"Gurabo Municipio County,  Puerto Rico",0.00049
"Hawaii County,  Hawaii",0.000832
"Hawkins County,  Tennessee",0.000779
"Hayes County,  Nebraska",0.000629
"Hays County,  Texas",0.000707
"Haywood County,  North Carolina",0.000764
"Haywood County,  Tennessee",0.000968
"Heard County,  Georgia",0.000859
"Hemphill County,  Texas",0.000833
"Hempstead County,  Arkansas",0.001152
"Henderson County,  Illinois",0.000763
"Henderson County,  Kentucky",0.000866
"Henderson County,  North Carolina",0.000708
"Henderson County,  Tennessee",0.001019
"Henderson County,  Texas",0.001001
"Hendricks County,  Indiana",0.000741
"Hendry County,  Florida",0.000677
"Hennepin County,  Minnesota",0.000628
"Henrico County,  Virginia",0.000807
"Henry County,  Alabama",0.000809
"Henry County,  Georgia",0.000908
"Henry County,  Iowa",0.000944
"Henry County,  Illinois",0.000677
"Henry County,  Indiana",0.001189
"Henry County,  Kentucky",0.000784
"Henry County,  Missouri",0.000733
"Henry County,  Ohio",0.000833
"Henry County,  Tennessee",0.001219
"Henry County,  Virginia",0.000794
"Herkimer County,  New York",0.00058
"Hernando County,  Florida",0.000727
"Hertford County,  North Carolina",0.000727
"Hettinger County,  North Dakota",0.000579
"Hickman County,  Kentucky",0.000832
"Hickman County,  Tennessee",0.000647
"Hickory County,  Missouri",0.000845
"Hidalgo County,  New Mexico",0.000593
"Hidalgo County,  Texas",0.000553
"Highland County,  Ohio",0.000895
"Highland County,  Virginia",0.000679
"Highlands County,  Florida",0.000642
"Hill County,  Montana",0.000741
"Hill County,  Texas",0.000991
"Hillsborough County,  Florida",0.000665
"Hillsborough County,  New Hampshire",0.000508
"Hillsdale County,  Michigan",0.000764
"Hinds County,  Mississippi",0.000993
"Hinsdale County,  Colorado",0.000647
"Hitchcock County,  Nebraska",0.000557
"Hocking County,  Ohio",0.000623
"Hockley County,  Texas",0.000849
"Hodgeman County,  Kansas",0.000682
"Hoke County,  North Carolina",0.000739
"Holmes County,  Florida",0.000852
"Holmes County,  Mississippi",0.001142
"Holmes County,  Ohio",0.00072
"Holt County,  Missouri",0.00081
"Holt County,  Nebraska",0.000824
"Honolulu County,  Hawaii",0.00068
"Hood County,  Texas",0.000908
"Hood River County,  Oregon",0.000768
"Hooker County,  Nebraska",0.001017
"Hopewell City County,  Virginia",0.000872
"Hopkins County,  Kentucky",0.000937
"Hopkins County,  Texas",0.001097
"Hatillo Municipio County,  Puerto Rico",0.00055
"Horry County,  South Carolina",0.000785
"Hot Spring County,  Arkansas",0.001006
"Hot Springs County,  Wyoming",0.000541
"Houghton County,  Michigan",0.000937
"Houston County,  Alabama",0.000841
"Houston County,  Georgia",0.000866
"Houston County,  Minnesota",0.000671
"Houston County,  Tennessee",0.001094
"Houston County,  Texas",0.000718
"Howard County,  Arkansas",0.001001
"Howard County,  Iowa",0.00067
"Howard County,  Indiana",0.000706
"Howard County,  Maryland",0.000631
"Howard County,  Missouri",0.000763
"Howard County,  Nebraska",0.000639
"Howard County,  Texas",0.000847
"Howell County,  Missouri",0.000854
"Hubbard County,  Minnesota",0.000577
"Hudson County,  New Jersey",0.00059
"Hudspeth County,  Texas",0.00066
"Huerfano County,  Colorado",0.000756
"Hughes County,  Oklahoma",0.000839
"Hughes County,  South Dakota",0.000726
"Hormigueros Municipio County,  Puerto Rico",0.000486
"Humboldt County,  California",0.001292
"Humboldt County,  Iowa",0.000673
"Humboldt County,  Nevada",0.000601
"Humphreys County,  Mississippi",0.001256
"Humphreys County,  Tennessee",0.000748
"Hunt County,  Texas",0.001091
"Hunterdon County,  New Jersey",0.000563
"Huntingdon County,  Pennsylvania",0.000674
"Huntington County,  Indiana",0.000734
"Huron County,  Michigan",0.000664
"Huron County,  Ohio",0.00068
"Hutchinson County,  South Dakota",0.000712
"Hutchinson County,  Texas",0.000938
"Hyde County,  North Carolina",0.000782
"Hyde County,  South Dakota",0.000768
"Iberia Parish County,  Louisiana",0.000946
"Iberville Parish County,  Louisiana",0.000932
"Ida County,  Iowa",0.000622
"Idaho County,  Idaho",0.000684
"Imperial County,  California",0.000661
"Independence County,  Arkansas",0.000771
"Indian River County,  Florida",0.000625
"Indiana County,  Pennsylvania",0.000718
"Ingham County,  Michigan",0.000702
"Inyo County,  California",0.000753
"Ionia County,  Michigan",0.000644
"Iosco County,  Michigan",0.000686
"Iowa County,  Iowa",0.000572
"Iowa County,  Wisconsin",0.000719
"Iredell County,  North Carolina",0.000956
"Irion County,  Texas",0.00082
"Iron County,  Michigan",0.000839
"Iron County,  Missouri",0.000855
"Iron County,  Utah",0.000757
"Iron County,  Wisconsin",0.00067
"Iroquois County,  Illinois",0.000791
"Irwin County,  Georgia",0.001078
"Humacao Municipio County,  Puerto Rico",0.000466
"Isabella County,  Michigan",0.000835
"Isanti County,  Minnesota",0.000582
"Island County,  Washington",0.00065
"Isle of Wight County,  Virginia",0.000659
"Issaquena County,  Mississippi",0.001127
"Itasca County,  Minnesota",0.000681
"Itawamba County,  Mississippi",0.001124
"Izard County,  Arkansas",0.000697
"Jack County,  Texas",0.000972
"Jackson County,  Alabama",0.001049
"Jackson County,  Arkansas",0.000876
"Jackson County,  Colorado",0.000688
"Jackson County,  Florida",0.000889
"Jackson County,  Georgia",0.001027
"Jackson County,  Iowa",0.000704
"Jackson County,  Illinois",0.000704
"Jackson County,  Indiana",0.001039
"Jackson County,  Kansas",0.00083
"Jackson County,  Kentucky",0.000746
"Jackson County,  Michigan",0.000715
"Jackson County,  Minnesota",0.000575
"Jackson County,  Missouri",0.000758
"Jackson County,  Mississippi",0.00095
"Jackson County,  North Carolina",0.000661
"Jackson County,  Ohio",0.000826
"Jackson County,  Oklahoma",0.000875
"Jackson County,  Oregon",0.000713
"Jackson County,  South Dakota",0.00053
"Jackson County,  Tennessee",0.000878
"Jackson County,  Texas",0.000765
"Jackson County,  Wisconsin",0.000704
"Jackson County,  West Virginia",0.000902
"Jackson Parish County,  Louisiana",0.000779
"James City County,  Virginia",0.000648
"Jasper County,  Georgia",0.000814
"Jasper County,  Iowa",0.00066
"Jasper County,  Illinois",0.000772
"Jasper County,  Indiana",0.000693
"Jasper County,  Missouri",0.000818
"Jasper County,  Mississippi",0.001004
"Jasper County,  South Carolina",0.000664
"Jasper County,  Texas",0.001049
"Jay County,  Indiana",0.000738
"Isabela Municipio County,  Puerto Rico",0.000555
"Jeff Davis County,  Georgia",0.00112
"Jeff Davis County,  Texas",0.00055
"Jefferson County,  Alabama",0.00116
"Jefferson County,  Arkansas",0.000922
"Jefferson County,  Colorado",0.000668
"Jefferson County,  Florida",0.000815
"Jefferson County,  Georgia",0.000925
"Jefferson County,  Iowa",0.000768
"Jefferson County,  Idaho",0.00058
"Jefferson County,  Illinois",0.000792
"Jefferson County,  Indiana",0.001003
"Jefferson County,  Kansas",0.000758
"Jefferson County,  Kentucky",0.000668
"Jefferson County,  Missouri",0.000756
"Jefferson County,  Mississippi",0.000914
"Jefferson County,  Montana",0.00056
"Jefferson County,  Nebraska",0.000676
"Jefferson County,  New York",0.000672
"Jefferson County,  Ohio",0.000794
"Jefferson County,  Oklahoma",0.001231
"Jefferson County,  Oregon",0.000782
"Jefferson County,  Pennsylvania",0.00076
"Jefferson County,  Tennessee",0.000729
"Jefferson County,  Texas",0.000995
"Jefferson County,  Washington",0.00069
"Jefferson County,  Wisconsin",0.000621
"Jefferson County,  West Virginia",0.000743
"Jefferson Davis County,  Mississippi",0.000853
"Jefferson Davis Parish County,  Louisiana",0.001224
"Jefferson Parish County,  Louisiana",0.000783
"Jenkins County,  Georgia",0.001025
"Jennings County,  Indiana",0.001036
"Jerauld County,  South Dakota",0.000829
"Jerome County,  Idaho",0.000728
"Jersey County,  Illinois",0.000676
"Jessamine County,  Kentucky",0.000695
"Jewell County,  Kansas",0.00085
"Jim Hogg County,  Texas",0.000744
"Jim Wells County,  Texas",0.000876
"Jo Daviess County,  Illinois",0.000723
"Johnson County,  Arkansas",0.000789
"Johnson County,  Georgia",0.000937
"Johnson County,  Iowa",0.00051
"Johnson County,  Illinois",0.000837
"Johnson County,  Indiana",0.000773
"Johnson County,  Kansas",0.000644
"Johnson County,  Kentucky",0.00074
"Johnson County,  Missouri",0.000756
"Johnson County,  Nebraska",0.000625
"Johnson County,  Tennessee",0.000733
"Johnson County,  Texas",0.000908
"Johnson County,  Wyoming",0.000627
"Johnston County,  North Carolina",0.000805
"Johnston County,  Oklahoma",0.000776
"Jones County,  Georgia",0.000859
"Jones County,  Iowa",0.000574
"Jones County,  Mississippi",0.000974
"Jones County,  North Carolina",0.000845
"Jones County,  South Dakota",0
"Jones County,  Texas",0.000753
"Josephine County,  Oregon",0.000731
"Juab County,  Utah",0.00084
"Jayuya Municipio County,  Puerto Rico",0.000593
"Judith Basin County,  Montana",0.000711
"Juana Diaz Municipio County,  Puerto Rico",0.000607
"Juneau County,  Alaska",0.000523
"Juneau County,  Wisconsin",0.000738
"Juniata County,  Pennsylvania",0.000643
"Kalamazoo County,  Michigan",0.000649
"Kalawao County,  Hawaii",0.000554
"Kalkaska County,  Michigan",0.000761
"Kanabec County,  Minnesota",0.000645
"Kanawha County,  West Virginia",0.000878
"Kandiyohi County,  Minnesota",0.000624
"Kane County,  Illinois",0.000704
"Kane County,  Utah",0.000709
"Kankakee County,  Illinois",0.000787
"Karnes County,  Texas",0.00085
"Kauai County,  Hawaii",0.000642
