Year,Area,CancerType,AgeAdjustedRate,lci,uci,CaseCount,Population
1999,Utah,Lung and Bronchus,33.9,31.1,37,521,2203482
1999,Colorado,Lung and Bronchus,51.6,49.3,54.1,1765,4226018
1999,New Mexico,Lung and Bronchus,48.5,45.2,51.9,810,1808082
1999,North Dakota,Lung and Bronchus,53.5,48.2,59.3,374,644259
1999,Arizona,Lung and Bronchus,59.7,57.6,61.8,3049,5023823
1999,Hawaii,Lung and Bronchus,55.3,51.3,59.6,687,1210300
1999,Idaho,Lung and Bronchus,54.4,50.2,58.8,629,1275674
1999,Minnesota,Lung and Bronchus,57.2,55.1,59.5,2647,4873481
1999,California,Lung and Bronchus,61,60.1,61.9,17481,33499204
1999,Connecticut,Lung and Bronchus,68.5,65.8,71.2,2491,3386401
1999,Iowa,Lung and Bronchus,67.6,64.8,70.5,2204,2917634
1999,Kansas,Lung and Bronchus,66.6,63.6,69.8,1802,2678338
1999,Montana,Lung and Bronchus,63.4,58.5,68.7,601,897507
1999,Nebraska,Lung and Bronchus,61.5,57.9,65.3,1086,1704764
1999,New Jersey,Lung and Bronchus,68.6,66.9,70.4,5966,8359592
1999,New York,Lung and Bronchus,66.3,65.1,67.5,12675,18882725
1999,Virginia,Lung and Bronchus,63,61.1,65,4112,7000174
1999,Wisconsin,Lung and Bronchus,66.4,64.3,68.6,3598,5332666
1999,Wyoming,Lung and Bronchus,60.5,53.6,68,281,491780
1999,Alabama,Lung and Bronchus,72.8,70.4,75.4,3339,4430141
1999,Alaska,Lung and Bronchus,79.2,69.4,89.8,275,624779
1999,Arkansas,Lung and Bronchus,null,null,null,Data Suppressed,null
1999,Delaware,Lung and Bronchus,82.3,76.1,88.9,654,774990
1999,District of Columbia,Lung and Bronchus,76,68.9,83.7,420,570213
1999,Florida,Lung and Bronchus,77.7,76.5,79,15676,15759421
1999,Georgia,Lung and Bronchus,74.4,72.3,76.5,4942,8045965
1999,Illinois,Lung and Bronchus,74,72.4,75.5,8763,12359020
1999,Indiana,Lung and Bronchus,80,77.7,82.3,4762,6044969
1999,Kentucky,Lung and Bronchus,100.2,97.2,103.4,4050,4018053
1999,Louisiana,Lung and Bronchus,84.3,81.5,87.1,3490,4460811
1999,Maine,Lung and Bronchus,78.4,73.8,83.2,1108,1266808
1999,Maryland,Lung and Bronchus,75.5,73,77.9,3699,5254509
1999,Massachusetts,Lung and Bronchus,72.9,70.8,75,4804,6317345
1999,Michigan,Lung and Bronchus,75.3,73.6,77.1,7290,9897116
1999,Mississippi,Lung and Bronchus,null,null,null,Data Suppressed,null
1999,Missouri,Lung and Bronchus,81.6,79.3,83.9,4753,5561948
1999,Nevada,Lung and Bronchus,81.6,77.3,85.9,1460,1934718
1999,New Hampshire,Lung and Bronchus,70.9,66.2,75.9,840,1222014
1999,North Carolina,Lung and Bronchus,70.7,68.9,72.6,5512,7949361
1999,Ohio,Lung and Bronchus,77.8,76.2,79.4,9174,11335454
1999,Oklahoma,Lung and Bronchus,80.4,77.5,83.5,2851,3437147
1999,Oregon,Lung and Bronchus,74,71.1,76.9,2551,3393941
1999,Pennsylvania,Lung and Bronchus,69.5,68.2,70.9,9999,12263805
1999,Rhode Island,Lung and Bronchus,80.4,75.2,85.8,916,1040402
1999,South Carolina,Lung and Bronchus,76.5,73.8,79.3,3004,3974682
1999,South Dakota,Lung and Bronchus,null,null,null,Data Suppressed,null
1999,Tennessee,Lung and Bronchus,69.5,67.4,71.7,3957,5638706
1999,Texas,Lung and Bronchus,71.3,70,72.6,11968,20558220
1999,Vermont,Lung and Bronchus,71.3,64.8,78.3,438,604683
1999,Washington,Lung and Bronchus,74,71.7,76.3,3950,5842564
1999,West Virginia,Lung and Bronchus,94.9,90.9,99.2,2034,1811799
2000,Utah,Lung and Bronchus,28.2,25.6,31,440,2244502
2000,Colorado,Lung and Bronchus,53.6,51.2,56.1,1886,4326921
2000,Hawaii,Lung and Bronchus,51.6,47.7,55.7,653,1213519
2000,New Mexico,Lung and Bronchus,49.2,45.9,52.6,842,1821204
2000,California,Lung and Bronchus,60,59.1,60.9,17523,33987977
2000,Minnesota,Lung and Bronchus,57.2,55.1,59.4,2682,4933692
2000,North Dakota,Lung and Bronchus,55.3,49.9,61.2,382,642023
2000,Wyoming,Lung and Bronchus,54,47.6,61.1,255,494300
2000,Arizona,Lung and Bronchus,60.7,58.6,62.9,3185,5160586
2000,Connecticut,Lung and Bronchus,67.3,64.6,70,2465,3411777
2000,District of Columbia,Lung and Bronchus,64,57.5,71,356,572046
2000,Idaho,Lung and Bronchus,62.9,58.5,67.6,743,1299430
2000,Iowa,Lung and Bronchus,68.3,65.5,71.2,2234,2929067
2000,Kansas,Lung and Bronchus,64.2,61.2,67.3,1745,2693681
2000,Nebraska,Lung and Bronchus,62.4,58.7,66.2,1103,1713820
2000,New Jersey,Lung and Bronchus,68.4,66.7,70.2,6014,8430621
2000,New York,Lung and Bronchus,67.4,66.2,68.5,13052,19001780
2000,Vermont,Lung and Bronchus,65.5,59.3,72.2,411,609618
2000,Virginia,Lung and Bronchus,63.1,61.1,65,4191,7105817
2000,Wisconsin,Lung and Bronchus,63.4,61.3,65.6,3472,5373999
2000,Alabama,Lung and Bronchus,74.4,71.9,76.9,3440,4452173
2000,Alaska,Lung and Bronchus,72.2,63,82.2,260,627963
2000,Arkansas,Lung and Bronchus,null,null,null,Data Suppressed,null
2000,Delaware,Lung and Bronchus,77.5,71.5,83.8,629,786373
2000,Florida,Lung and Bronchus,78,76.8,79.3,16027,16047515
2000,Georgia,Lung and Bronchus,78,75.9,80.1,5281,8227303
2000,Illinois,Lung and Bronchus,72.3,70.8,73.9,8620,12434161
2000,Indiana,Lung and Bronchus,79.1,76.9,81.4,4757,6091866
2000,Kentucky,Lung and Bronchus,101.5,98.5,104.7,4157,4049021
2000,Louisiana,Lung and Bronchus,82,79.2,84.7,3433,4471885
2000,Maine,Lung and Bronchus,81.5,76.9,86.3,1173,1277072
2000,Maryland,Lung and Bronchus,71.6,69.3,74,3580,5311034
2000,Massachusetts,Lung and Bronchus,71.8,69.7,73.8,4781,6361104
2000,Michigan,Lung and Bronchus,75,73.3,76.7,7338,9952450
2000,Mississippi,Lung and Bronchus,null,null,null,Data Suppressed,null
2000,Missouri,Lung and Bronchus,77.1,74.9,79.4,4542,5607285
2000,Montana,Lung and Bronchus,71.7,66.4,77.2,690,903773
2000,Nevada,Lung and Bronchus,85.6,81.3,90,1585,2018741
2000,New Hampshire,Lung and Bronchus,71.6,66.9,76.6,868,1239882
2000,North Carolina,Lung and Bronchus,71.7,69.8,73.6,5685,8081614
2000,Ohio,Lung and Bronchus,74.4,72.8,76,8832,11363543
2000,Oklahoma,Lung and Bronchus,82.7,79.8,85.8,2965,3454365
2000,Oregon,Lung and Bronchus,71,68.2,73.8,2483,3429708
2000,Pennsylvania,Lung and Bronchus,69.8,68.4,71.2,10093,12284173
2000,Rhode Island,Lung and Bronchus,80.7,75.5,86.1,924,1050268
2000,South Carolina,Lung and Bronchus,75,72.3,77.7,3000,4024223
2000,South Dakota,Lung and Bronchus,null,null,null,Data Suppressed,null
2000,Tennessee,Lung and Bronchus,69.3,67.2,71.5,3991,5703719
2000,Texas,Lung and Bronchus,69.9,68.7,71.2,11985,20944499
2000,Washington,Lung and Bronchus,71.3,69.1,73.6,3873,5910512
2000,West Virginia,Lung and Bronchus,92.9,88.8,97,2001,1807021
2001,Utah,Lung and Bronchus,31.6,28.9,34.5,507,2283715
2001,Hawaii,Lung and Bronchus,47.6,43.9,51.5,617,1225948
2001,New Mexico,Lung and Bronchus,46.8,43.6,50.1,824,1831690
2001,Idaho,Lung and Bronchus,52.3,48.3,56.6,631,1319962
2001,Wyoming,Lung and Bronchus,50.5,44.3,57.2,245,494657
2001,California,Lung and Bronchus,59.1,58.2,59.9,17588,34479458
2001,Colorado,Lung and Bronchus,56.3,53.9,58.9,2019,4425687
2001,Minnesota,Lung and Bronchus,58.3,56.2,60.5,2773,4982796
2001,North Dakota,Lung and Bronchus,55,49.6,60.8,384,639062
2001,South Dakota,Lung and Bronchus,59.9,54.7,65.5,487,757972
2001,Arizona,Lung and Bronchus,61.7,59.6,63.9,3308,5273477
2001,Connecticut,Lung and Bronchus,68.7,66.1,71.5,2546,3432835
2001,Iowa,Lung and Bronchus,66.4,63.6,69.2,2189,2931997
2001,Kansas,Lung and Bronchus,64.6,61.6,67.7,1774,2702162
2001,Maryland,Lung and Bronchus,66.5,64.3,68.8,3388,5374691
2001,Nebraska,Lung and Bronchus,63.3,59.7,67.1,1124,1719836
2001,New Hampshire,Lung and Bronchus,69,64.4,73.8,848,1255517
2001,New Jersey,Lung and Bronchus,68.2,66.5,69.9,6044,8492671
2001,New York,Lung and Bronchus,65.4,64.3,66.6,12809,19082838
2001,Vermont,Lung and Bronchus,64.6,58.5,71.1,412,612223
2001,Virginia,Lung and Bronchus,60.5,58.7,62.4,4109,7198362
2001,Wisconsin,Lung and Bronchus,66.6,64.5,68.8,3688,5406835
2001,Alabama,Lung and Bronchus,77.9,75.4,80.5,3644,4467634
2001,Alaska,Lung and Bronchus,74.4,65.3,84.2,283,633714
2001,Arkansas,Lung and Bronchus,83.3,80.1,86.7,2444,2691571
2001,Delaware,Lung and Bronchus,75.6,69.8,81.8,623,795699
2001,District of Columbia,Lung and Bronchus,73.1,66.1,80.5,407,574504
2001,Florida,Lung and Bronchus,75.7,74.6,76.9,15839,16356966
2001,Georgia,Lung and Bronchus,77.9,75.8,80,5380,8377038
2001,Illinois,Lung and Bronchus,73.3,71.7,74.8,8795,12488445
2001,Indiana,Lung and Bronchus,82.3,80,84.6,4984,6127760
2001,Kentucky,Lung and Bronchus,103.6,100.6,106.8,4284,4068132
2001,Louisiana,Lung and Bronchus,82.9,80.1,85.7,3505,4477875
2001,Maine,Lung and Bronchus,82.2,77.7,87,1202,1285692
2001,Massachusetts,Lung and Bronchus,72.8,70.7,74.8,4876,6397634
2001,Michigan,Lung and Bronchus,74.9,73.2,76.6,7405,9991120
2001,Mississippi,Lung and Bronchus,null,null,null,Data Suppressed,null
2001,Missouri,Lung and Bronchus,76.5,74.3,78.8,4549,5641142
2001,Montana,Lung and Bronchus,70.7,65.5,76.2,692,906961
2001,Nevada,Lung and Bronchus,79.7,75.7,83.8,1558,2098399
2001,North Carolina,Lung and Bronchus,69.6,67.8,71.4,5603,8210122
2001,Ohio,Lung and Bronchus,77.2,75.6,78.8,9222,11387404
2001,Oklahoma,Lung and Bronchus,85.8,82.8,88.9,3098,3467100
2001,Oregon,Lung and Bronchus,72.1,69.3,75,2560,3467937
2001,Pennsylvania,Lung and Bronchus,71.4,70,72.8,10341,12298970
2001,Rhode Island,Lung and Bronchus,72,67.2,77.1,832,1057142
2001,South Carolina,Lung and Bronchus,76.3,73.6,79,3106,4064995
2001,Tennessee,Lung and Bronchus,69.7,67.6,71.9,4082,5750789
2001,Texas,Lung and Bronchus,70.9,69.6,72.1,12376,21319622
2001,Washington,Lung and Bronchus,72,69.8,74.3,3978,5985722
2001,West Virginia,Lung and Bronchus,93.6,89.6,97.8,2026,1801481
2002,Utah,Lung and Bronchus,29.5,26.9,32.2,485,2324815
2002,Hawaii,Lung and Bronchus,51.6,47.8,55.7,684,1239613
2002,New Mexico,Lung and Bronchus,50.3,47,53.7,904,1855309
2002,Wyoming,Lung and Bronchus,52.1,45.9,58.9,259,500017
2002,Arizona,Lung and Bronchus,59,57,61.1,3253,5396255
2002,California,Lung and Bronchus,57.6,56.7,58.4,17470,34871843
2002,Colorado,Lung and Bronchus,56.4,54,58.9,2064,4490406
2002,Idaho,Lung and Bronchus,55.3,51.2,59.6,683,1340372
2002,Minnesota,Lung and Bronchus,58.5,56.4,60.7,2826,5018935
2002,North Dakota,Lung and Bronchus,59.3,53.8,65.4,420,638168
2002,District of Columbia,Lung and Bronchus,67.4,60.7,74.6,375,573158
2002,Iowa,Lung and Bronchus,67.2,64.4,70,2228,2934234
2002,Kansas,Lung and Bronchus,62.3,59.4,65.4,1719,2713535
2002,Montana,Lung and Bronchus,67,62,72.3,667,911667
2002,Nebraska,Lung and Bronchus,63,59.4,66.8,1134,1728292
2002,New Jersey,Lung and Bronchus,67.7,66,69.4,6077,8552643
2002,New York,Lung and Bronchus,65.7,64.6,66.9,13024,19137800
2002,South Dakota,Lung and Bronchus,62.2,57,67.9,516,760020
2002,Vermont,Lung and Bronchus,60.2,54.3,66.5,391,615442
2002,Virginia,Lung and Bronchus,63.7,61.9,65.6,4414,7286873
2002,Washington,Lung and Bronchus,69,66.9,71.3,3901,6052349
2002,Wisconsin,Lung and Bronchus,64.3,62.2,66.4,3614,5445162
2002,Alabama,Lung and Bronchus,76.5,74,79,3627,4480089
2002,Alaska,Lung and Bronchus,72.4,63.7,81.9,289,642337
2002,Arkansas,Lung and Bronchus,82.5,79.3,85.9,2455,2705927
2002,Connecticut,Lung and Bronchus,70.2,67.5,72.9,2629,3458749
2002,Delaware,Lung and Bronchus,73.4,67.7,79.4,622,806169
2002,Florida,Lung and Bronchus,75.3,74.1,76.5,16096,16689370
2002,Georgia,Lung and Bronchus,77.5,75.5,79.6,5515,8508256
2002,Illinois,Lung and Bronchus,74.7,73.1,76.2,9043,12525556
2002,Indiana,Lung and Bronchus,82.8,80.6,85.1,5078,6155967
2002,Kentucky,Lung and Bronchus,102.6,99.6,105.7,4303,4089875
2002,Louisiana,Lung and Bronchus,77.1,74.5,79.8,3316,4497267
2002,Maine,Lung and Bronchus,79.5,75.1,84.2,1185,1295960
2002,Maryland,Lung and Bronchus,69.6,67.3,71.9,3615,5440389
2002,Massachusetts,Lung and Bronchus,73,71,75.1,4937,6417206
2002,Michigan,Lung and Bronchus,73.9,72.3,75.6,7403,10015710
2002,Mississippi,Lung and Bronchus,null,null,null,Data Suppressed,null
2002,Missouri,Lung and Bronchus,81,78.7,83.3,4876,5674825
2002,Nevada,Lung and Bronchus,80.2,76.3,84.3,1638,2173791
2002,New Hampshire,Lung and Bronchus,71.2,66.6,76,891,1269089
2002,North Carolina,Lung and Bronchus,72.6,70.8,74.5,6000,8326201
2002,Ohio,Lung and Bronchus,76.4,74.9,78,9228,11407889
2002,Oklahoma,Lung and Bronchus,85.7,82.7,88.7,3132,3489080
2002,Oregon,Lung and Bronchus,71.2,68.5,74,2584,3513424
2002,Pennsylvania,Lung and Bronchus,71.6,70.2,73,10478,12331031
2002,Rhode Island,Lung and Bronchus,78.1,73.1,83.4,907,1065995
2002,South Carolina,Lung and Bronchus,76.1,73.4,78.8,3163,4107795
2002,Tennessee,Lung and Bronchus,72.1,70,74.3,4308,5795918
2002,Texas,Lung and Bronchus,70.4,69.2,71.7,12577,21690325
2002,West Virginia,Lung and Bronchus,91.1,87.2,95.2,1997,1805414
2003,Utah,Lung and Bronchus,32.2,29.6,35.1,545,2360137
2003,New Mexico,Lung and Bronchus,46.1,43.1,49.3,854,1877574
2003,Hawaii,Lung and Bronchus,52,48.3,56,708,1251154
2003,California,Lung and Bronchus,56.2,55.3,57,17397,35253159
2003,Colorado,Lung and Bronchus,54.2,51.9,56.6,2041,4528732
2003,Minnesota,Lung and Bronchus,59.6,57.5,61.8,2929,5053572
2003,Wyoming,Lung and Bronchus,58.1,51.6,65.1,295,503453
2003,Arizona,Lung and Bronchus,60.7,58.7,62.8,3438,5510364
2003,District of Columbia,Lung and Bronchus,66.7,60.1,73.9,374,568502
2003,Idaho,Lung and Bronchus,60.1,55.9,64.5,763,1363380
2003,Kansas,Lung and Bronchus,65.1,62.2,68.2,1819,2723004
2003,Montana,Lung and Bronchus,66.5,61.6,71.8,676,919630
2003,Nebraska,Lung and Bronchus,64.9,61.2,68.7,1173,1738643
2003,New Jersey,Lung and Bronchus,66.3,64.6,68,6011,8601402
2003,New York,Lung and Bronchus,65.1,63.9,66.2,13016,19175939
2003,North Dakota,Lung and Bronchus,63,57.2,69.1,446,638817
2003,Oregon,Lung and Bronchus,68.6,66,71.4,2544,3547376
2003,South Dakota,Lung and Bronchus,62.2,56.9,67.8,519,763729
2003,Wisconsin,Lung and Bronchus,65.3,63.2,67.4,3721,5479203
2003,Alabama,Lung and Bronchus,74.1,71.7,76.6,3564,4503491
2003,Alaska,Lung and Bronchus,76.6,67.5,86.4,299,648414
2003,Arkansas,Lung and Bronchus,82.2,79,85.5,2471,2724816
2003,Connecticut,Lung and Bronchus,70.2,67.6,73,2668,3484336
2003,Delaware,Lung and Bronchus,85,78.9,91.3,738,818003
2003,Florida,Lung and Bronchus,74.4,73.2,75.5,16174,17004085
2003,Georgia,Lung and Bronchus,76.1,74.1,78.2,5542,8622793
2003,Illinois,Lung and Bronchus,74.2,72.6,75.7,9090,12556006
2003,Indiana,Lung and Bronchus,83.2,81,85.5,5193,6196638
2003,Iowa,Lung and Bronchus,70.2,67.3,73.1,2345,2941999
2003,Kentucky,Lung and Bronchus,100.8,97.8,103.9,4299,4117170
2003,Louisiana,Lung and Bronchus,80.5,77.9,83.2,3509,4521042
2003,Maine,Lung and Bronchus,80.8,76.3,85.5,1223,1306513
2003,Maryland,Lung and Bronchus,72.6,70.3,74.9,3836,5496269
2003,Massachusetts,Lung and Bronchus,71.5,69.5,73.5,4873,6422565
2003,Michigan,Lung and Bronchus,78.6,76.9,80.4,7992,10041152
2003,Mississippi,Lung and Bronchus,81,77.7,84.4,2313,2868312
2003,Missouri,Lung and Bronchus,83.1,80.9,85.5,5075,5709403
2003,Nevada,Lung and Bronchus,78.3,74.5,82.2,1681,2248850
2003,New Hampshire,Lung and Bronchus,71.1,66.5,75.9,914,1279840
2003,North Carolina,Lung and Bronchus,73.7,71.9,75.6,6245,8422501
2003,Ohio,Lung and Bronchus,75.2,73.7,76.7,9188,11434788
2003,Oklahoma,Lung and Bronchus,82.5,79.6,85.5,3055,3504892
2003,Pennsylvania,Lung and Bronchus,70.5,69.2,71.9,10411,12374658
2003,Rhode Island,Lung and Bronchus,74.7,69.8,79.9,879,1071342
2003,South Carolina,Lung and Bronchus,76.4,73.8,79.1,3266,4150297
2003,Tennessee,Lung and Bronchus,77.5,75.3,79.8,4712,5847812
2003,Texas,Lung and Bronchus,70.5,69.3,71.7,12902,22030931
2003,Vermont,Lung and Bronchus,69.9,63.7,76.6,463,617858
2003,Virginia,Lung and Bronchus,71.3,69.3,73.3,5014,7366977
2003,Washington,Lung and Bronchus,70.8,68.6,73,4070,6104115
2003,West Virginia,Lung and Bronchus,85.5,81.7,89.4,1905,1812295
2004,Utah,Lung and Bronchus,29.5,27,32.2,511,2401580
2004,New Mexico,Lung and Bronchus,47.6,44.5,50.8,903,1903808
2004,Colorado,Lung and Bronchus,51.7,49.4,54,2001,4575013
2004,Wyoming,Lung and Bronchus,53.6,47.4,60.3,276,509106
2004,Arizona,Lung and Bronchus,59.1,57.1,61.1,3452,5652404
2004,California,Lung and Bronchus,55.5,54.6,56.3,17436,35574576
2004,Hawaii,Lung and Bronchus,55.7,51.8,59.8,774,1273569
2004,Idaho,Lung and Bronchus,59,54.9,63.3,775,1391802
2004,Minnesota,Lung and Bronchus,58.3,56.2,60.5,2914,5087713
2004,North Dakota,Lung and Bronchus,58,52.5,63.8,421,644705
2004,Connecticut,Lung and Bronchus,67.3,64.7,70,2582,3496094
2004,District of Columbia,Lung and Bronchus,62.1,55.7,69.1,345,567754
2004,Iowa,Lung and Bronchus,67.7,64.9,70.5,2284,2953635
2004,Kansas,Lung and Bronchus,62.7,59.8,65.8,1774,2734373
2004,Montana,Lung and Bronchus,63.5,58.7,68.5,654,930009
2004,Nebraska,Lung and Bronchus,67.5,63.8,71.4,1240,1749370
2004,New Jersey,Lung and Bronchus,63.3,61.6,64.9,5783,8634561
2004,New York,Lung and Bronchus,65,63.8,66.1,13126,19171567
2004,South Dakota,Lung and Bronchus,61.6,56.4,67.2,523,770396
2004,Texas,Lung and Bronchus,68.3,67.1,69.5,12791,22394023
2004,Vermont,Lung and Bronchus,65.4,59.4,71.8,441,619920
2004,Washington,Lung and Bronchus,68.5,66.4,70.6,4052,6178645
2004,Wisconsin,Lung and Bronchus,65.4,63.4,67.6,3790,5514026
2004,Alabama,Lung and Bronchus,77.8,75.3,80.3,3804,4530729
2004,Alaska,Lung and Bronchus,78.9,70,88.6,327,659286
2004,Arkansas,Lung and Bronchus,82.5,79.3,85.8,2526,2749686
2004,Delaware,Lung and Bronchus,82,76.2,88.2,732,830803
2004,Florida,Lung and Bronchus,74.4,73.3,75.6,16584,17415318
2004,Georgia,Lung and Bronchus,74,72,76,5496,8769252
2004,Illinois,Lung and Bronchus,71.9,70.4,73.4,8882,12589773
2004,Indiana,Lung and Bronchus,79.5,77.3,81.8,5014,6233007
2004,Kentucky,Lung and Bronchus,103,100,106.1,4466,4146101
2004,Louisiana,Lung and Bronchus,81.1,78.4,83.8,3581,4552238
2004,Maine,Lung and Bronchus,82.3,77.8,87,1273,1313688
2004,Maryland,Lung and Bronchus,69.3,67.1,71.6,3728,5546935
2004,Massachusetts,Lung and Bronchus,72.1,70.1,74.2,4958,6412281
2004,Michigan,Lung and Bronchus,74.7,73,76.4,7679,10055315
2004,Mississippi,Lung and Bronchus,80.8,77.6,84.2,2335,2889010
