County,Stroke_IR
"Douglas County, Missouri",74.20
"Douglas County, Nebraska",70.00
"Douglas County, Nevada",63.00
"Douglas County, Oregon",72.20
"Douglas County, South Dakota",76.30
"Douglas County, Washington",66.00
"Douglas County, Wisconsin",71.50
"Drew County, Arkansas",95.80
"Dubois County, Indiana",93.00
"Dubuque County, Iowa",71.00
"Duchesne County, Utah",75.60
"Dukes County, Massachusetts",59.60
"Dundy County, Nebraska",60.10
"Dunklin County, Missouri",110.50
"Dunn County, North Dakota",59.20
"Dunn County, Wisconsin",67.50
"DuPage County, Illinois",64.50
"Duplin County, North Carolina",113.40
"Durham County, North Carolina",70.60
"Dutchess County, New York",51.40
"Duval County, Florida",84.90
"Duval County, Texas",81.40
"Dyer County, Tennessee",85.90
"Eagle County, Colorado",23.10
"Early County, Georgia",80.60
"East Baton Rouge Parish County, Louisiana",89.50
"East Carroll Parish County, Louisiana",99.60
"East Feliciana Parish County, Louisiana",89.20
"Eastland County, Texas",86.90
"Eaton County, Michigan",70.40
"Eau Claire County, Wisconsin",69.00
"Echols County, Georgia",82.40
"Ector County, Texas",84.70
"Eddy County, North Dakota",83.30
"Eddy County, New Mexico",69.20
"Edgar County, Illinois",86.60
"Edgecombe County, North Carolina",180.70
"Edgefield County, South Carolina",71.60
"Edmonson County, Kentucky",92.90
"Edmunds County, South Dakota",69.50
"Edwards County, Illinois",95.40
"Edwards County, Kansas",67.40
"Edwards County, Texas",69.50
"Effingham County, Georgia",73.70
"Effingham County, Illinois",84.00
"El Dorado County, California",57.60
"El Paso County, Colorado",74.80
"El Paso County, Texas",65.10
"Elbert County, Colorado",61.20
"Elbert County, Georgia",89.90
"Elk County, Kansas",88.40
"Elk County, Pennsylvania",69.70
"Elkhart County, Indiana",80.20
"Elko County, Nevada",49.00
"Elliott County, Kentucky",72.10
"Ellis County, Kansas",68.20
"Ellis County, Oklahoma",66.80
"Ellis County, Texas",95.40
"Ellsworth County, Kansas",74.40
"Elmore County, Alabama",102.30
"Elmore County, Idaho",65.30
"Emanuel County, Georgia",106.00
"Emery County, Utah",76.90
"Emmet County, Iowa",59.50
"Emmet County, Michigan",75.00
"Emmons County, North Dakota",64.70
"Emporia City County, Virginia",71.90
"Erath County, Texas",84.50
"Erie County, New York",71.70
"Erie County, Ohio",75.60
"Erie County, Pennsylvania",78.60
"Escambia County, Alabama",101.70
"Escambia County, Florida",83.10
"Esmeralda County, Nevada",67.20
"Essex County, Massachusetts",51.60
"Essex County, New Jersey",62.90
"Essex County, New York",58.30
"Essex County, Virginia",66.30
"Essex County, Vermont",55.50
"Estill County, Kentucky",88.60
"Etowah County, Alabama",92.70
"Eureka County, Nevada",58.60
"Evangeline Parish County, Louisiana",109.70
"Evans County, Georgia",96.00
"Fairbanks North Star County, Alaska",65.90
"Fairfax City County, Virginia",54.20
"Fairfax County, Virginia",52.40
"Fairfield County, Connecticut",49.00
"Fairfield County, Ohio",74.70
"Fairfield County, South Carolina",76.50
"Culebra Municipio County, Puerto Rico",47.80
"Fall River County, South Dakota",68.80
"Fallon County, Montana",80.90
"Falls Church City County, Virginia",55.50
"Falls County, Texas",86.70
"Fannin County, Georgia",86.40
"Fannin County, Texas",84.30
"Faribault County, Minnesota",61.60
"Faulk County, South Dakota",73.50
"Faulkner County, Arkansas",97.00
"Fauquier County, Virginia",65.00
"Fayette County, Alabama",101.30
"Fayette County, Georgia",69.20
"Fayette County, Iowa",59.60
"Fayette County, Illinois",80.40
"Fayette County, Indiana",99.10
"Fayette County, Kentucky",71.00
"Fayette County, Ohio",80.20
"Fayette County, Pennsylvania",70.60
"Fayette County, Tennessee",98.20
"Fayette County, Texas",69.20
"Fayette County, West Virginia",92.10
"Fentress County, Tennessee",80.20
"Fergus County, Montana",78.30
"Ferry County, Washington",84.10
"Fillmore County, Minnesota",59.20
"Fillmore County, Nebraska",78.20
"Finney County, Kansas",70.10
"Fisher County, Texas",81.60
"Flagler County, Florida",70.90
"Flathead County, Montana",73.80
"Fleming County, Kentucky",130.70
"Florence County, South Carolina",135.80
"Florence County, Wisconsin",77.90
"Dorado Municipio County, Puerto Rico",55.30
"Floyd County, Georgia",101.90
"Floyd County, Iowa",59.60
"Floyd County, Indiana",74.30
"Floyd County, Kentucky",76.10
"Floyd County, Texas",100.10
"Floyd County, Virginia",70.20
"Fluvanna County, Virginia",64.50
"Foard County, Texas",127.30
"Fond du Lac County, Wisconsin",64.50
"Ford County, Illinois",73.20
"Ford County, Kansas",67.60
"Forest County, Pennsylvania",71.50
"Forest County, Wisconsin",67.50
"Forrest County, Mississippi",98.10
"Forsyth County, Georgia",78.20
"Forsyth County, North Carolina",83.40
"Fort Bend County, Texas",69.00
"Foster County, North Dakota",83.50
"Fountain County, Indiana",69.20
"Franklin City County, Virginia",192.50
"Franklin County, Alabama",111.80
"Franklin County, Arkansas",85.60
"Franklin County, Florida",77.20
"Franklin County, Georgia",100.30
"Franklin County, Iowa",60.80
"Franklin County, Idaho",81.00
"Franklin County, Illinois",77.70
"Franklin County, Indiana",84.70
"Franklin County, Kansas",84.00
"Franklin County, Kentucky",82.90
"Franklin County, Massachusetts",65.90
"Franklin County, Maine",70.80
"Franklin County, Missouri",72.00
"Franklin County, Mississippi",86.00
"Franklin County, North Carolina",81.00
"Franklin County, Nebraska",64.60
"Franklin County, New York",59.00
"Franklin County, Ohio",86.80
"Franklin County, Pennsylvania",67.90
"Franklin County, Tennessee",88.10
"Franklin County, Texas",97.10
"Franklin County, Virginia",72.30
"Franklin County, Vermont",57.60
"Franklin County, Washington",70.50
"Franklin Parish County, Louisiana",26.20
"Frederick County, Maryland",70.20
"Frederick County, Virginia",70.80
"Fredericksburg City County, Virginia",67.30
"Freeborn County, Minnesota",60.20
"Freestone County, Texas",94.50
"Fremont County, Colorado",73.80
"Fremont County, Iowa",67.40
"Fremont County, Idaho",52.60
"Fremont County, Wyoming",59.70
"Fresno County, California",85.50
"Frio County, Texas",83.50
"Frontier County, Nebraska",59.00
"Fulton County, Arkansas",74.90
"Fulton County, Georgia",77.50
"Fulton County, Illinois",83.20
"Fulton County, Indiana",78.80
"Fulton County, Kentucky",90.20
"Fulton County, New York",52.40
"Fulton County, Ohio",82.60
"Fulton County, Pennsylvania",77.10
"Furnas County, Nebraska",55.30
"Gadsden County, Florida",73.90
"Gage County, Nebraska",63.60
"Gaines County, Texas",82.50
"Galax City County, Virginia",58.30
"Gallatin County, Illinois",75.00
"Gallatin County, Kentucky",75.60
"Gallatin County, Montana",54.70
"Gallia County, Ohio",102.70
"Galveston County, Texas",79.50
"Garden County, Nebraska",74.80
"Garfield County, Colorado",50.70
"Garfield County, Montana",57.90
"Garfield County, Nebraska",70.60
"Garfield County, Oklahoma",75.70
"Garfield County, Utah",71.40
"Garfield County, Washington",80.90
"Garland County, Arkansas",96.00
"Garrard County, Kentucky",66.70
"Garrett County, Maryland",74.60
"Garvin County, Oklahoma",92.40
"Garza County, Texas",83.00
"Gasconade County, Missouri",67.10
"Gaston County, North Carolina",84.60
"Gates County, North Carolina",80.20
"Geary County, Kansas",93.30
"Geauga County, Ohio",58.10
"Gem County, Idaho",73.50
"Genesee County, Michigan",113.20
"Genesee County, New York",62.20
"Geneva County, Alabama",97.80
"Gentry County, Missouri",75.20
"George County, Mississippi",96.40
"Georgetown County, South Carolina",69.00
"Gibson County, Indiana",79.00
"Gibson County, Tennessee",108.90
"Gila County, Arizona",62.30
"Gilchrist County, Florida",82.20
"Giles County, Tennessee",88.30
"Giles County, Virginia",78.40
"Gillespie County, Texas",55.30
"Gilliam County, Oregon",73.20
"Gilmer County, Georgia",86.60
"Gilmer County, West Virginia",86.40
"Gilpin County, Colorado",65.30
"Glacier County, Montana",77.40
"Glades County, Florida",51.20
"Gladwin County, Michigan",54.70
"Glascock County, Georgia",89.20
"Glasscock County, Texas",66.10
"Glenn County, California",75.90
"Gloucester County, New Jersey",64.10
"Gloucester County, Virginia",71.10
"Glynn County, Georgia",57.30
"Gogebic County, Michigan",74.90
"Golden Valley County, Montana",74.00
"Golden Valley County, North Dakota",
"Goliad County, Texas",87.50
"Gonzales County, Texas",73.00
"Goochland County, Virginia",76.80
"Goodhue County, Minnesota",65.00
"Gooding County, Idaho",65.00
"Gordon County, Georgia",92.20
"Goshen County, Wyoming",59.70
"Gosper County, Nebraska",50.00
"Gove County, Kansas",48.50
"Grady County, Georgia",75.90
"Grady County, Oklahoma",78.20
"Grafton County, New Hampshire",52.30
"Graham County, Arizona",71.20
"Graham County, Kansas",60.80
"Graham County, North Carolina",71.20
"Grainger County, Tennessee",85.40
"Grand County, Colorado",57.90
"Grand County, Utah",69.30
"Grand Forks County, North Dakota",57.00
"Grand Isle County, Vermont",58.60
"Grand Traverse County, Michigan",73.50
"Granite County, Montana",61.50
"Grant County, Arkansas",91.30
"Grant County, Indiana",77.80
"Grant County, Kansas",76.80
"Grant County, Kentucky",79.30
"Grant County, Minnesota",71.10
"Grant County, North Dakota",61.10
"Grant County, Nebraska",88.00
"Grant County, New Mexico",46.20
"Grant County, Oklahoma",83.70
"Grant County, Oregon",73.40
"Grant County, South Dakota",74.80
"Grant County, Washington",69.80
"Grant County, Wisconsin",73.90
"Grant County, West Virginia",71.50
"Grant Parish County, Louisiana",87.70
"Granville County, North Carolina",71.30
"Gratiot County, Michigan",71.20
"Graves County, Kentucky",86.20
"Gray County, Kansas",71.30
"Gray County, Texas",76.10
"Grays Harbor County, Washington",79.00
"Grayson County, Kentucky",91.80
"Grayson County, Texas",82.10
"Grayson County, Virginia",71.90
"Greeley County, Kansas",74.00
"Greeley County, Nebraska",69.70
"Green County, Kentucky",97.00
"Green County, Wisconsin",76.30
"Green Lake County, Wisconsin",65.60
"Greenbrier County, West Virginia",83.80
"Greene County, Alabama",100.90
"Greene County, Arkansas",96.10
"Greene County, Georgia",82.60
"Greene County, Iowa",61.20
"Greene County, Illinois",66.60
"Greene County, Indiana",87.90
"Greene County, Missouri",82.40
"Greene County, Mississippi",99.30
"Greene County, North Carolina",122.60
"Greene County, New York",55.80
"Greene County, Ohio",67.40
"Greene County, Pennsylvania",73.50
"Greene County, Tennessee",89.30
"Greene County, Virginia",68.50
"Greenlee County, Arizona",60.30
"Greensville County, Virginia",118.40
"Greenup County, Kentucky",81.50
"Greenville County, South Carolina",78.60
"Greenwood County, Kansas",81.60
"Greenwood County, South Carolina",79.50
"Greer County, Oklahoma",82.30
"Gregg County, Texas",95.20
"Gregory County, South Dakota",65.60
"Grenada County, Mississippi",129.60
"Griggs County, North Dakota",85.90
"Grimes County, Texas",82.70
"Grundy County, Iowa",61.20
"Grundy County, Illinois",77.50
"Grundy County, Missouri",88.10
"Grundy County, Tennessee",94.70
"Guadalupe County, New Mexico",63.40
"Guadalupe County, Texas",75.60
"Fajardo Municipio County, Puerto Rico",49.40
"Florida Municipio County, Puerto Rico",50.00
"Guanica Municipio County, Puerto Rico",62.60
"Guayama Municipio County, Puerto Rico",58.80
"Guayanilla Municipio County, Puerto Rico",62.60
"Guernsey County, Ohio",71.20
"Guilford County, North Carolina",85.40
"Gulf County, Florida",65.90
"Gunnison County, Colorado",63.60
"Guaynabo Municipio County, Puerto Rico",49.20
"Guthrie County, Iowa",61.10
"Gwinnett County, Georgia",77.90
"Haakon County, South Dakota",51.30
"Habersham County, Georgia",72.70
"Haines County, Alaska",52.30
"Hale County, Alabama",101.50
"Hale County, Texas",113.70
"Halifax County, North Carolina",92.60
"Halifax County, Virginia",85.80
"Hall County, Georgia",77.80
"Hall County, Nebraska",67.20
"Hall County, Texas",98.50
"Hamblen County, Tennessee",88.80
"Hamilton County, Florida",83.70
"Hamilton County, Iowa",65.00
"Hamilton County, Illinois",78.40
"Hamilton County, Indiana",56.90
"Hamilton County, Kansas",95.20
"Hamilton County, Nebraska",73.30
"Hamilton County, New York",55.50
"Hamilton County, Ohio",94.50
"Hamilton County, Tennessee",95.70
"Hamilton County, Texas",83.30
"Hamlin County, South Dakota",76.60
"Hampden County, Massachusetts",63.30
"Hampshire County, Massachusetts",65.90
"Hampshire County, West Virginia",71.20
"Hampton City County, Virginia",98.20
"Hampton County, South Carolina",121.50
"Hancock County, Georgia",88.20
"Hancock County, Iowa",60.90
"Hancock County, Illinois",62.80
"Hancock County, Indiana",73.90
"Hancock County, Kentucky",77.00
"Hancock County, Maine",65.30
"Hancock County, Mississippi",83.30
"Hancock County, Ohio",79.50
"Hancock County, Tennessee",139.60
"Hancock County, West Virginia",77.70
"Hand County, South Dakota",82.20
"Hanover County, Virginia",70.40
"Hansford County, Texas",105.20
"Hanson County, South Dakota",83.40
"Haralson County, Georgia",98.80
"Hardee County, Florida",64.00
"Hardeman County, Tennessee",93.70
"Hardeman County, Texas",84.70
"Hardin County, Iowa",62.80
"Hardin County, Illinois",83.60
"Hardin County, Kentucky",69.20
"Hardin County, Ohio",81.10
"Hardin County, Tennessee",81.90
"Hardin County, Texas",99.40
"Harding County, New Mexico",61.90
"Harding County, South Dakota",68.90
"Hardy County, West Virginia",71.70
"Harford County, Maryland",74.60
"Harlan County, Kentucky",102.80
"Harlan County, Nebraska",55.90
"Harmon County, Oklahoma",96.10
"Harnett County, North Carolina",82.40
"Harney County, Oregon",71.20
"Harper County, Kansas",86.70
"Harper County, Oklahoma",53.30
"Harris County, Georgia",88.80
"Harris County, Texas",77.90
"Harrison County, Iowa",71.10
"Harrison County, Indiana",70.10
"Harrison County, Kentucky",89.90
"Harrison County, Missouri",75.90
"Harrison County, Mississippi",92.30
"Harrison County, Ohio",70.40
"Harrison County, Texas",90.70
"Harrison County, West Virginia",73.10
"Harrisonburg City County, Virginia",82.40
"Hart County, Georgia",90.40
"Hart County, Kentucky",91.00
"Hartford County, Connecticut",52.60
"Hartley County, Texas",94.80
"Harvey County, Kansas",78.10
"Haskell County, Kansas",72.50
"Haskell County, Oklahoma",74.10
"Haskell County, Texas",75.70
"Gurabo Municipio County, Puerto Rico",49.00
"Hawaii County, Hawaii",83.20
"Hawkins County, Tennessee",77.90
"Hayes County, Nebraska",62.90
"Hays County, Texas",70.70
"Haywood County, North Carolina",76.40
"Haywood County, Tennessee",96.80
"Heard County, Georgia",85.90
"Hemphill County, Texas",83.30
"Hempstead County, Arkansas",115.20
"Henderson County, Illinois",76.30
"Henderson County, Kentucky",86.60
"Henderson County, North Carolina",70.80
"Henderson County, Tennessee",101.90
"Henderson County, Texas",100.10
"Hendricks County, Indiana",74.10
"Hendry County, Florida",67.70
"Hennepin County, Minnesota",62.80
"Henrico County, Virginia",80.70
"Henry County, Alabama",80.90
"Henry County, Georgia",90.80
"Henry County, Iowa",94.40
"Henry County, Illinois",67.70
"Henry County, Indiana",118.90
"Henry County, Kentucky",78.40
"Henry County, Missouri",73.30
"Henry County, Ohio",83.30
"Henry County, Tennessee",121.90
"Henry County, Virginia",79.40
"Herkimer County, New York",58.00
"Hernando County, Florida",72.70
"Hertford County, North Carolina",72.70
"Hettinger County, North Dakota",57.90
"Hickman County, Kentucky",83.20
"Hickman County, Tennessee",64.70
"Hickory County, Missouri",84.50
"Hidalgo County, New Mexico",59.30
"Hidalgo County, Texas",55.30
"Highland County, Ohio",89.50
"Highland County, Virginia",67.90
"Highlands County, Florida",64.20
"Hill County, Montana",74.10
"Hill County, Texas",99.10
"Hillsborough County, Florida",66.50
"Hillsborough County, New Hampshire",50.80
"Hillsdale County, Michigan",76.40
"Hinds County, Mississippi",99.30
"Hinsdale County, Colorado",64.70
"Hitchcock County, Nebraska",55.70
"Hocking County, Ohio",62.30
"Hockley County, Texas",84.90
"Hodgeman County, Kansas",68.20
"Hoke County, North Carolina",73.90
"Holmes County, Florida",85.20
"Holmes County, Mississippi",114.20
"Holmes County, Ohio",72.00
"Holt County, Missouri",81.00
"Holt County, Nebraska",82.40
"Honolulu County, Hawaii",68.00
"Hood County, Texas",90.80
"Hood River County, Oregon",76.80
"Hooker County, Nebraska",101.70
"Hopewell City County, Virginia",87.20
"Hopkins County, Kentucky",93.70
"Hopkins County, Texas",109.70
"Hatillo Municipio County, Puerto Rico",55.00
"Horry County, South Carolina",78.50
"Hot Spring County, Arkansas",100.60
"Hot Springs County, Wyoming",54.10
"Houghton County, Michigan",93.70
"Houston County, Alabama",84.10
"Houston County, Georgia",86.60
"Houston County, Minnesota",67.10
"Houston County, Tennessee",109.40
"Houston County, Texas",71.80
"Howard County, Arkansas",100.10
"Howard County, Iowa",67.00
"Howard County, Indiana",70.60
"Howard County, Maryland",63.10
"Howard County, Missouri",76.30
"Howard County, Nebraska",63.90
"Howard County, Texas",84.70
"Howell County, Missouri",85.40
"Hubbard County, Minnesota",57.70
"Hudson County, New Jersey",59.00
"Hudspeth County, Texas",66.00
"Huerfano County, Colorado",75.60
"Hughes County, Oklahoma",83.90
"Hughes County, South Dakota",72.60
"Hormigueros Municipio County, Puerto Rico",48.60
"Humboldt County, California",129.20
"Humboldt County, Iowa",67.30
"Humboldt County, Nevada",60.10
"Humphreys County, Mississippi",125.60
"Humphreys County, Tennessee",74.80
"Hunt County, Texas",109.10
"Hunterdon County, New Jersey",56.30
"Huntingdon County, Pennsylvania",67.40
"Huntington County, Indiana",73.40
"Huron County, Michigan",66.40
"Huron County, Ohio",68.00
"Hutchinson County, South Dakota",71.20
"Hutchinson County, Texas",93.80
"Hyde County, North Carolina",78.20
"Hyde County, South Dakota",76.80
"Iberia Parish County, Louisiana",94.60
"Iberville Parish County, Louisiana",93.20
"Ida County, Iowa",62.20
"Idaho County, Idaho",68.40
"Imperial County, California",66.10
"Independence County, Arkansas",77.10
"Indian River County, Florida",62.50
"Indiana County, Pennsylvania",71.80
"Ingham County, Michigan",70.20
"Inyo County, California",75.30
"Ionia County, Michigan",64.40
"Iosco County, Michigan",68.60
"Iowa County, Iowa",57.20
"Iowa County, Wisconsin",71.90
"Iredell County, North Carolina",95.60
"Irion County, Texas",82.00
"Iron County, Michigan",83.90
"Iron County, Missouri",85.50
"Iron County, Utah",75.70
"Iron County, Wisconsin",67.00
"Iroquois County, Illinois",79.10
"Irwin County, Georgia",107.80
"Humacao Municipio County, Puerto Rico",46.60
"Isabella County, Michigan",83.50
"Isanti County, Minnesota",58.20
"Island County, Washington",65.00
"Isle of Wight County, Virginia",65.90
"Issaquena County, Mississippi",112.70
"Itasca County, Minnesota",68.10
"Itawamba County, Mississippi",112.40
"Izard County, Arkansas",69.70
"Jack County, Texas",97.20
"Jackson County, Alabama",104.90
"Jackson County, Arkansas",87.60
"Jackson County, Colorado",68.80
"Jackson County, Florida",88.90
"Jackson County, Georgia",102.70
"Jackson County, Iowa",70.40
"Jackson County, Illinois",70.40
"Jackson County, Indiana",103.90
"Jackson County, Kansas",83.00
"Jackson County, Kentucky",74.60
"Jackson County, Michigan",71.50
"Jackson County, Minnesota",57.50
"Jackson County, Missouri",75.80
"Jackson County, Mississippi",95.00
"Jackson County, North Carolina",66.10
"Jackson County, Ohio",82.60
"Jackson County, Oklahoma",87.50
"Jackson County, Oregon",71.30
"Jackson County, South Dakota",53.00
"Jackson County, Tennessee",87.80
"Jackson County, Texas",76.50
"Jackson County, Wisconsin",70.40
"Jackson County, West Virginia",90.20
"Jackson Parish County, Louisiana",77.90
"James City County, Virginia",64.80
"Jasper County, Georgia",81.40
"Jasper County, Iowa",66.00
"Jasper County, Illinois",77.20
"Jasper County, Indiana",69.30
"Jasper County, Missouri",81.80
"Jasper County, Mississippi",100.40
"Jasper County, South Carolina",66.40
"Jasper County, Texas",104.90
"Jay County, Indiana",73.80
"Isabela Municipio County, Puerto Rico",55.50
"Jeff Davis County, Georgia",112.00
"Jeff Davis County, Texas",55.00
"Jefferson County, Alabama",116.00
"Jefferson County, Arkansas",92.20
"Jefferson County, Colorado",66.80
"Jefferson County, Florida",81.50
"Jefferson County, Georgia",92.50
"Jefferson County, Iowa",76.80
"Jefferson County, Idaho",58.00
"Jefferson County, Illinois",79.20
"Jefferson County, Indiana",100.30
"Jefferson County, Kansas",75.80
"Jefferson County, Kentucky",66.80
"Jefferson County, Missouri",75.60
"Jefferson County, Mississippi",91.40
"Jefferson County, Montana",56.00
"Jefferson County, Nebraska",67.60
"Jefferson County, New York",67.20
"Jefferson County, Ohio",79.40
"Jefferson County, Oklahoma",123.10
"Jefferson County, Oregon",78.20
"Jefferson County, Pennsylvania",76.00
"Jefferson County, Tennessee",72.90
"Jefferson County, Texas",99.50
"Jefferson County, Washington",69.00
"Jefferson County, Wisconsin",62.10
"Jefferson County, West Virginia",74.30
"Jefferson Davis County, Mississippi",85.30
"Jefferson Davis Parish County, Louisiana",122.40
"Jefferson Parish County, Louisiana",78.30
"Jenkins County, Georgia",102.50
"Jennings County, Indiana",103.60
"Jerauld County, South Dakota",82.90
"Jerome County, Idaho",72.80
"Jersey County, Illinois",67.60
"Jessamine County, Kentucky",69.50
"Jewell County, Kansas",85.00
"Jim Hogg County, Texas",74.40
"Jim Wells County, Texas",87.60
"Jo Daviess County, Illinois",72.30
"Johnson County, Arkansas",78.90
"Johnson County, Georgia",93.70
"Johnson County, Iowa",51.00
"Johnson County, Illinois",83.70
"Johnson County, Indiana",77.30
"Johnson County, Kansas",64.40
"Johnson County, Kentucky",74.00
"Johnson County, Missouri",75.60
"Johnson County, Nebraska",62.50
"Johnson County, Tennessee",73.30
"Johnson County, Texas",90.80
"Johnson County, Wyoming",62.70
"Johnston County, North Carolina",80.50
"Johnston County, Oklahoma",77.60
"Jones County, Georgia",85.90
"Jones County, Iowa",57.40
"Jones County, Mississippi",97.40
"Jones County, North Carolina",84.50
"Jones County, South Dakota",
"Jones County, Texas",75.30
"Josephine County, Oregon",73.10
"Juab County, Utah",84.00
"Jayuya Municipio County, Puerto Rico",59.30
"Judith Basin County, Montana",71.10
"Juana Diaz Municipio County, Puerto Rico",60.70
"Juneau County, Alaska",52.30
"Juneau County, Wisconsin",73.80
"Juniata County, Pennsylvania",64.30
"Kalamazoo County, Michigan",64.90
"Kalawao County, Hawaii",55.40
"Kalkaska County, Michigan",76.10
"Kanabec County, Minnesota",64.50
"Kanawha County, West Virginia",87.80
"Kandiyohi County, Minnesota",62.40
"Kane County, Illinois",70.40
"Kane County, Utah",70.90
"Kankakee County, Illinois",78.70
"Karnes County, Texas",85.00
"Kauai County, Hawaii",64.20
"Kaufman County, Texas",100.20
"Kay County, Oklahoma",81.50
"Kearney County, Nebraska",58.50
"Kearny County, Kansas",64.10
"Keith County, Nebraska",63.20
"Kemper County, Mississippi",102.40
"Kenai Peninsula County, Alaska",82.00
"Kendall County, Illinois",72.20
"Kendall County, Texas",70.00
"Kenedy County, Texas",54.80
"Kennebec County, Maine",74.40
"Kenosha County, Wisconsin",76.40
"Kent County, Delaware",78.10
"Kent County, Maryland",82.50
"Kent County, Michigan",62.00
"Kent County, Rhode Island",53.90
"Kent County, Texas",88.90
"Kenton County, Kentucky",69.30
"Keokuk County, Iowa",75.90
"Kern County, California",72.20
"Kerr County, Texas",69.30
"Kershaw County, South Carolina",95.60
"Ketchikan Gateway County, Alaska",46.30
"Kewaunee County, Wisconsin",68.50
"Keweenaw County, Michigan",86.90
"Keya Paha County, Nebraska",87.90
"Kidder County, North Dakota",68.70
"Kimball County, Nebraska",59.30
"Kimble County, Texas",64.50
"King and Queen County, Virginia",64.70
"King County, Texas",89.30
"King County, Washington",57.70
"King George County, Virginia",66.90
"King William County, Virginia",66.80
"Kingfisher County, Oklahoma",82.30
"Kingman County, Kansas",82.80
"Kings County, California",70.60
"Kings County, New York",37.70
"Kingsbury County, South Dakota",92.00
"Kinney County, Texas",65.80
"Kiowa County, Colorado",70.20
"Kiowa County, Kansas",73.80
"Kiowa County, Oklahoma",79.90
"Kit Carson County, Colorado",61.00
"Kitsap County, Washington",74.80
"Kittitas County, Washington",61.40
"Kittson County, Minnesota",82.10
"Klamath County, Oregon",70.50
"Kleberg County, Texas",87.20
"Klickitat County, Washington",67.70
"Knott County, Kentucky",81.80
"Knox County, Illinois",81.30
"Knox County, Indiana",120.40
"Knox County, Kentucky",85.00
"Knox County, Maine",66.50
"Knox County, Missouri",86.10
"Knox County, Nebraska",71.00
"Knox County, Ohio",73.50
"Knox County, Tennessee",73.90
"Knox County, Texas",122.00
"Kodiak Island County, Alaska",60.40
"Koochiching County, Minnesota",67.30
"Kootenai County, Idaho",76.90
"Kosciusko County, Indiana",79.40
"Kossuth County, Iowa",58.00
"La Crosse County, Wisconsin",67.90
"La Paz County, Arizona",60.40
"La Plata County, Colorado",71.30
"La Salle County, Illinois",73.60
"La Salle County, Texas",82.80
"La Salle Parish County, Louisiana",93.60
"Labette County, Kansas",78.80
"Lac qui Parle County, Minnesota",72.90
"Lackawanna County, Pennsylvania",63.60
"Laclede County, Missouri",88.50
"Lafayette County, Arkansas",101.20
"Lafayette County, Florida",88.80
"Lafayette County, Missouri",75.40
"Lafayette County, Mississippi",108.50
"Lafayette County, Wisconsin",68.20
"Lafayette Parish County, Louisiana",78.60
"Lafourche Parish County, Louisiana",64.80
"LaGrange County, Indiana",82.20
"Juncos Municipio County, Puerto Rico",50.90
"Lake and Peninsula County, Alaska",124.20
"Lake County, California",69.30
"Lake County, Colorado",45.70
"Lake County, Florida",60.40
"Lake County, Illinois",61.10
"Lake County, Indiana",77.60
"Lake County, Michigan",92.80
"Lake County, Minnesota",67.70
"Lake County, Montana",75.80
"Lake County, Ohio",68.80
"Lake County, Oregon",66.50
"Lake County, South Dakota",78.90
"Lake County, Tennessee",90.20
"Lake of the Woods County, Minnesota",65.30
"Lamar County, Alabama",109.00
"Lamar County, Georgia",122.90
"Lamar County, Mississippi",84.20
"Lamar County, Texas",87.00
"Lamb County, Texas",83.90
"Lamoille County, Vermont",55.80
"LaMoure County, North Dakota",73.30
"Lampasas County, Texas",76.00
"Lancaster County, Nebraska",64.60
"Lancaster County, Pennsylvania",75.50
"Lancaster County, South Carolina",73.60
"Lancaster County, Virginia",96.30
"Lander County, Nevada",59.10
"Lane County, Kansas",66.90
"Lane County, Oregon",70.90
"Langlade County, Wisconsin",64.80
"Lanier County, Georgia",83.20
"Lapeer County, Michigan",81.00
"LaPorte County, Indiana",78.70
"Laramie County, Wyoming",61.60
"Lajas Municipio County, Puerto Rico",54.30
"Larimer County, Colorado",67.80
"Larue County, Kentucky",81.30
"Las Animas County, Colorado",75.40
"Lares Municipio County, Puerto Rico",55.50
"Las Marias Municipio County, Puerto Rico",52.30
"Lassen County, California",65.80
"Latah County, Idaho",75.80
"Latimer County, Oklahoma",76.70
"Lauderdale County, Alabama",97.00
"Lauderdale County, Mississippi",106.50
"Lauderdale County, Tennessee",103.50
"Laurel County, Kentucky",84.00
"Laurens County, Georgia",102.00
"Laurens County, South Carolina",91.10
"Lavaca County, Texas",79.20
"Lawrence County, Alabama",100.20
"Lawrence County, Arkansas",82.60
"Lawrence County, Illinois",75.50
"Lawrence County, Indiana",83.40
"Lawrence County, Kentucky",77.20
"Lawrence County, Missouri",75.40
"Lawrence County, Mississippi",104.50
"Lawrence County, Ohio",97.50
"Lawrence County, Pennsylvania",74.00
"Lawrence County, South Dakota",55.40
"Lawrence County, Tennessee",100.80
"Le Flore County, Oklahoma",80.40
"Le Sueur County, Minnesota",65.80
"Lea County, New Mexico",74.00
"Leake County, Mississippi",96.40
"Leavenworth County, Kansas",65.40
"Lebanon County, Pennsylvania",74.80
"Lee County, Alabama",89.30
"Lee County, Arkansas",97.60
"Lee County, Florida",42.70
"Lee County, Georgia",86.20
"Lee County, Iowa",81.10
"Lee County, Illinois",74.00
"Lee County, Kentucky",100.70
"Lee County, Mississippi",118.40
"Lee County, North Carolina",74.50
"Lee County, South Carolina",125.10
"Lee County, Texas",68.90
"Lee County, Virginia",84.00
"Leelanau County, Michigan",72.90
"Leflore County, Mississippi",129.20
"Lehigh County, Pennsylvania",59.10
